    0.0000   50.0000 xlo xhi
    0.0000   50.0000 ylo yhi
    0.0000   50.0000 zlo zhi
  420.0084
      4097         2      2049   12.1922   41.5840   38.4179
      4098         2      2049   36.0576   12.9304   40.6179
      4099         2      2049    0.7533   44.6461   38.6170
      4100         2      2049    9.0811   14.3722   22.2440
      4101         2      2049   11.2698   42.3936    2.0293
      4102         2      2049   28.6885   27.3647    6.6451
      4103         2      2049   44.5875   18.4817   12.1877
      4104         2      2049   41.8720   44.2321   48.4108
      4105         2      2049   21.7253   11.7324   21.4053
      4106         2      2049   23.1699   35.6071   49.5102
      4107         2      2049   16.8842   16.7716   21.6883
      4108         2      2049   19.1531   41.0877   22.1464
      4109         2      2049   16.6968   23.5766   46.6887
      4110         2      2049   45.8188   48.4828   39.9239
      4111         2      2049   22.3512   31.7983   10.9139
      4112         2      2049    6.4694   35.1548   40.9472
      4113         2      2049   19.7458   28.9379   16.0819
      4114         2      2049   45.7205   24.5554   14.4180
      4115         2      2049   19.1069   46.5150   12.6120
      4116         2      2049   41.5982    0.9799   27.1254
      4117         2      2049   41.3849   42.2901   44.0129
      4118         2      2049   20.2816   25.2074   37.6700
      4119         2      2049   45.6867   12.9276   36.0090
      4120         2      2049   43.0088   39.7506   16.6463
      4121         2      2049    1.0858   35.6426   42.2352
      4122         2      2049   27.3266   22.1055    0.7618
      4123         2      2049   49.3816   31.3943   46.7646
      4124         2      2049    5.7693   44.4253   28.1494
      4125         2      2049    7.1962    2.6679   47.5687
      4126         2      2049   13.3099   37.4673   30.2663
      4127         2      2049   35.5817   13.0862   36.7001
      4128         2      2049   40.0340   17.5088   40.7613
      4129         2      2049    4.5695   41.4322    5.3211
      4130         2      2049    0.0052   11.9033    1.0669
      4131         2      2049   18.9133   22.1495   42.4272
      4132         2      2049   38.8964   15.8659   43.9968
      4133         2      2049    2.9494   38.3929    5.3487
      4134         2      2049   13.3357   17.0361    5.9815
      4135         2      2049    8.5656   35.5528   44.4207
      4136         2      2049   14.0107   37.6019   46.1866
      4137         2      2049    9.9500   43.4417   22.9489
      4138         2      2049   46.8229   14.1339   47.0997
      4139         2      2049   35.7871   23.5552   30.8178
      4140         2      2049   37.0255    5.0187    0.1583
      4141         2      2049   35.0111   21.3981    7.8372
      4142         2      2049   42.9328   17.7103   31.1126
      4143         2      2049   29.9899   34.1429   48.9870
      4144         2      2049   34.4596   25.5409   27.4492
      4145         2      2049   45.5756   13.0259    4.2249
      4146         2      2049   11.8287   43.6555   44.0236
      4147         2      2049   37.9298   29.4765   47.3644
      4148         2      2049   38.7564   10.4748   34.8620
      4149         2      2049    9.4171   26.3496   43.0401
      4150         2      2049   42.4270   12.6911   33.3509
      4151         2      2049   18.5691   41.2365   25.3326
      4152         2      2049    7.3052   10.0604   21.1644
      4153         2      2049   42.8336    6.5732   11.2415
      4154         2      2049    4.3292    6.8232   17.8802
      4155         2      2049   12.1953   11.1877    7.9019
      4156         2      2049   38.6489   18.1072   16.1623
      4157         2      2049    1.2876   45.6215    0.1937
      4158         2      2049   44.6628   30.5006   47.6755
      4159         2      2049   26.8366   39.0262   36.3769
      4160         2      2049   37.9130    1.0826   36.4324
      4161         2      2049   45.7533   14.1658   37.1207
      4162         2      2049   11.0629   31.0595   15.0530
      4163         2      2049   34.9480   19.2265    2.3025
      4164         2      2049    3.1581   34.8574   38.9458
      4165         2      2049   38.4088   29.9266   47.3265
      4166         2      2049   48.4160    5.5103    8.4461
      4167         2      2049   22.3635   17.8146   42.7634
      4168         2      2049   27.4090   13.5677   10.4840
      4169         2      2049   46.7433   29.6491   46.4847
      4170         2      2049    8.3022    9.9701   35.5323
      4171         2      2049   49.9987   14.5337   49.4003
      4172         2      2049   22.7215   14.0186   11.1222
      4173         2      2049   48.2296    4.8581   18.6243
      4174         2      2049   10.9066   11.0170    3.2086
      4175         2      2049   23.6593   38.5858   37.5453
      4176         2      2049   45.2493   26.8164   33.3171
      4177         2      2049   12.9701   42.4868   49.5063
      4178         2      2049   39.0074   47.5434    0.7835
      4179         2      2049    3.6918   40.5667    7.0930
      4180         2      2049    3.6970   32.3911    5.4769
      4181         2      2049    3.8500   28.7483   11.1441
      4182         2      2049   30.4113   10.1578    3.8456
      4183         2      2049   44.2682   23.0974    3.2688
      4184         2      2049   42.1642   27.6707   22.6530
      4185         2      2049   25.5417   18.2573   24.5668
      4186         2      2049    5.1079    0.1040   10.6024
      4187         2      2049    9.8033   46.5431   32.4731
      4188         2      2049   12.5964   15.5645   26.8920
      4189         2      2049   13.6271   25.9957   34.4261
      4190         2      2049    5.6388   41.6993    0.2907
      4191         2      2049   23.6308    3.7145   28.0451
      4192         2      2049   46.4083   22.9617    0.7182
      4193         2      2049   45.2418    2.2151   49.7958
      4194         2      2049   44.4596   22.2872   15.8181
      4195         2      2049   32.8701   36.3454   47.8575
      4196         2      2049   41.8160   12.2039    6.3358
      4197         2      2049   42.1876   24.5549   34.8016
      4198         2      2049   17.5006   16.9039   13.0381
      4199         2      2049   13.1063   25.0579   30.0691
      4200         2      2049    0.2848   21.5295   36.4490
      4201         2      2049    4.4673   46.3026   40.5743
      4202         2      2049   29.8658   31.9377    7.0701
      4203         2      2049   30.3320   32.4431    1.7188
      4204         2      2049   17.4947    3.2559   15.6466
      4205         2      2049   25.7140    1.7311   29.6309
      4206         2      2049    2.9351   35.3596   17.1353
      4207         2      2049    2.2062   10.4260   32.9794
      4208         2      2049   45.1358   24.7913    2.0208
      4209         2      2049    1.8856   12.4376   16.6609
      4210         2      2049   27.3686   18.1104   25.5283
      4211         2      2049   25.1794   21.2558   45.7311
      4212         2      2049   33.9930   27.3003   10.8956
      4213         2      2049    4.6657   35.9665    2.7509
      4214         2      2049   46.0340   14.9376   21.9185
      4215         2      2049   23.2283   11.9505   19.4473
      4216         2      2049   25.3745   35.3415   45.7023
      4217         2      2049   46.9193    9.8772   22.8953
      4218         2      2049   19.5125   45.1874   38.6212
      4219         2      2049   41.9884   30.3005   45.7290
      4220         2      2049    8.4547   21.5521   10.1360
      4221         2      2049   14.7129   36.0565   27.1963
      4222         2      2049   38.1687   27.4707    7.3356
      4223         2      2049    4.2716   48.6156   27.7258
      4224         2      2049   22.0093    7.7485    1.2607
      4225         2      2049   29.5318    8.9119   10.2208
